archetype,outfit_key,prompt
adult woman,formal,"a champagne-gold satin dress with a draped neckline, clean tailored waist, and a smooth mid-thigh skirt with gentle sheen"
adult woman,formal,"a solid emerald-green satin cocktail dress with a sculpted bodice and a clean-flow mid-thigh hem"
adult woman,formal,"a charcoal-gray satin dress with a metallic sheen, fitted waist panel, and a sleek mid-thigh skirt"
adult woman,formal,"a black chiffon cocktail dress with sheer upper panels, structured bodice lining, and a smooth mid-thigh skirt"
adult woman,formal,"a ruby satin dress with a tailored bodice, clean seams, and a flared mid-thigh hem"
adult woman,formal,"a soft silver cocktail dress with shimmering texture, sculpted bodice seams, and a fitted mid-thigh silhouette"
adult woman,formal,"a plum satin dress with a draped neckline, clean shaping seams, and a slim mid-thigh cut"
adult woman,formal,"a solid navy velvet dress with vertical bodice seams and a smooth mid-thigh skirt"
adult woman,formal,"a champagne satin slip-style dress with slim straps, a fitted body, and a gentle polished finish"
adult woman,formal,"a deep teal chiffon dress with soft pleated bodice, defined waist, and a flowing mid-thigh skirt"
adult woman,formal,"a metallic bronze satin cocktail dress with smooth contour seams and a fitted silhouette"
adult woman,formal,"a coral-red satin dress with a sculpted bodice, structured seams, and a flared mid-thigh hem"
adult woman,formal,"a soft black satin dress with an asymmetric neckline, clean shaping, and a slim mid-thigh silhouette"
adult woman,formal,"a steel-gray sequin-trimmed cocktail dress with a fitted bodice and smooth lower mid-thigh skirt"
adult woman,formal,"a mauve chiffon cocktail dress with draped bodice pleats and a fitted waist leading to a soft mid-thigh skirt"
adult woman,formal,"a pale-gold satin cocktail dress with a slight shimmer, structured bodice seams, and a smooth mid-thigh silhouette"

adult woman,uniform,"a charcoal tailored office blazer with structured shoulders paired with a crisp white blouse and a black mid-thigh pencil skirt with clean seams"
adult woman,uniform,"a navy business blazer with slim lapels paired with a pale-blue button-up blouse and a gray fitted mid-thigh skirt"
adult woman,uniform,"a solid black structured vest layered over a cream blouse with tailored cuffs paired with a charcoal mid-thigh pencil skirt"
adult woman,uniform,"a muted-gray structured blazer with clean vertical seams paired with a white blouse and a navy straight-cut mid-thigh skirt"
adult woman,uniform,"a soft beige fitted blazer paired with a slate-blue blouse and a charcoal mid-thigh skirt with smooth hem"
adult woman,uniform,"a navy tailored vest over a white blouse with crisp collar paired with a black mid-thigh pencil skirt"
adult woman,uniform,"a solid charcoal blazer with structured shoulders paired with a pale-pink blouse and a gray fitted mid-thigh skirt"
adult woman,uniform,"a slate-blue business blouse with clean seams paired with a navy mid-thigh pencil skirt and a thin black waist belt"
adult woman,uniform,"a crisp white button-up blouse with tailored sleeves paired with a charcoal structured vest and a black straight-cut mid-thigh skirt"
adult woman,uniform,"a charcoal blazer with subtle metallic piping paired with a cream blouse and a navy mid-thigh skirt"
adult woman,uniform,"a muted-tan office cardigan with fine ribbing layered over a white blouse paired with a charcoal mid-thigh skirt"
adult woman,uniform,"a navy business blazer with clean structure paired with a pale-lavender blouse and a gray fitted mid-thigh skirt"
adult woman,uniform,"a black professional vest over a sky-blue blouse paired with a navy mid-thigh pencil skirt"
adult woman,uniform,"a charcoal-gray tailored blazer with soft shaping seams paired with a white blouse and a slate woven mid-thigh skirt"
adult woman,uniform,"a cream blouse with smooth finish paired with a navy professional mid-thigh skirt and a slim charcoal vest"
adult woman,uniform,"a solid slate structured blazer paired with a muted-rose blouse and a black mid-thigh straight-cut skirt"
adult woman,uniform,"a navy office cardigan with ribbed edges layered over a crisp white blouse paired with a charcoal mid-thigh skirt"
adult woman,uniform,"a black structured office blazer with fitted sleeves paired with a pale-beige blouse and a gray mid-thigh pencil skirt"
adult woman,uniform,"a deep-navy fitted vest over a cream blouse paired with a slate-gray mid-thigh skirt"

motherly woman,casual,"a soft cream medium-weight knit sweater with ribbed cuffs, a modest crew neckline, and a fitted silhouette paired with a muted-navy A-line mid-thigh skirt made of smooth woven fabric with a gentle structured flare"
motherly woman,casual,"a solid slate-blue crepe blouse with a modest v-neckline, relaxed sleeves, and soft drape paired with a charcoal straight-cut mid-thigh skirt with clean vertical seams"
motherly woman,casual,"a dusty-rose rib-knit top with a high scoop neckline and fitted sleeves paired with a tan pleated mid-thigh skirt with crisp structured pleats"
motherly woman,casual,"a muted forest-green blouse in soft chiffon with a relaxed drape and modest neckline paired with a black A-line woven mid-thigh skirt"
motherly woman,casual,"a pale-lilac fine-knit top with subtle ribbing and a modest rounded neckline paired with a navy wrap-front mid-thigh skirt with soft draped overlay"
motherly woman,casual,"a solid ivory button-front blouse with a soft collar, relaxed sleeves, and a smooth drape paired with a muted-gray draped mid-thigh skirt"
motherly woman,casual,"a soft beige open-front cardigan layered over a cream knit top paired with a charcoal woven mid-thigh skirt with structured seams"
motherly woman,casual,"a wine-red soft-knit blouse with a modest neckline paired with a slate-blue pleated mid-thigh skirt with crisp folds"
motherly woman,casual,"a muted coral satin-finish blouse with soft front gathers paired with a black straight-cut mid-thigh skirt"
motherly woman,casual,"a solid olive-green crepe blouse with relaxed sleeves paired with a cream A-line woven mid-thigh skirt"
motherly woman,casual,"a heather-gray fine rib-knit top with a modest crew neckline paired with a navy pencil-style mid-thigh skirt with smooth seams"
motherly woman,casual,"a soft periwinkle chiffon blouse with a loose drape paired with a charcoal drape-front mid-thigh skirt"
motherly woman,casual,"a dusty-blue medium-weight knit sweater with ribbed cuffs paired with a muted-tan mid-thigh skirt with straight silhouette"
motherly woman,casual,"a cream rib-knit top with a modest neckline paired with a slate draped mid-thigh skirt"
motherly woman,casual,"a soft cranberry crepe blouse with gentle neckline gathering paired with a gray A-line mid-thigh skirt"
motherly woman,casual,"a solid pale-mint lightweight knit top paired with a navy pleated mid-thigh skirt"
motherly woman,casual,"a muted plum blouse with relaxed sleeves paired with a charcoal mid-thigh skirt with clean cut"
motherly woman,casual,"a sand-colored medium-weight knit top with a modest neckline paired with a slate-blue tailored mid-thigh skirt"
motherly woman,casual,"a pale-blue chiffon blouse with a soft draped neckline paired with a charcoal A-line mid-thigh skirt"

motherly woman,formal,"a solid navy chiffon dress with a modest scoop neckline, soft gathered bodice, and a gently pleated mid-thigh skirt with light structure"
motherly woman,formal,"a muted plum satin dress with tailored bodice seams, a modest neckline, and a soft A-line mid-thigh hem"
motherly woman,formal,"a charcoal-gray chiffon dress with a draped crossover bodice, modest neckline, and a smooth mid-thigh skirt"
motherly woman,formal,"a forest-green satin dress with subtle embroidered neckline details, structured seams, and a clean-flow mid-thigh skirt"
motherly woman,formal,"a soft mauve chiffon dress with layered bodice pleating, modest neckline, and a flowing mid-thigh skirt"
motherly woman,formal,"a pale-gold satin dress with gentle shimmer, clean waist panel, and a soft A-line mid-thigh skirt"
motherly woman,formal,"a slate-blue chiffon dress with lace-trimmed shoulders, relaxed bodice, and a modest mid-thigh skirt"
motherly woman,formal,"a burgundy satin dress with a draped neckline, clean seams, and a soft flared mid-thigh hem"
motherly woman,formal,"a muted silver-gray chiffon dress with subtle beaded accents and a classic mid-thigh skirt"
motherly woman,formal,"a deep-navy satin dress with a modest neckline, tailored waist, and smooth mid-thigh silhouette"
motherly woman,formal,"a dusty-rose chiffon dress with embroidered bodice details and an airy mid-thigh skirt"
motherly woman,formal,"a champagne satin dress with contour seams and a gentle A-line mid-thigh cut"
motherly woman,formal,"a soft teal chiffon dress with layered bodice pleating and a flowing mid-thigh skirt"
motherly woman,formal,"a charcoal satin dress with metallic threadwork, clean bodice seams, and a fitted mid-thigh hem"
motherly woman,formal,"a pastel-lilac chiffon dress with lace shoulder detail and a modest mid-thigh skirt"
motherly woman,formal,"a wine-red satin dress with a smooth structured bodice and classic mid-thigh silhouette"
motherly woman,formal,"a deep sapphire chiffon dress with structured waist and softly flowing mid-thigh skirt"
motherly woman,formal,"a muted bronze satin dress with clean classic lines and a soft mid-thigh shape"
motherly woman,formal,"a soft cream chiffon dress with embroidered neckline and a lightly pleated mid-thigh skirt"

motherly woman,uniform,"a soft navy office cardigan with ribbed cuffs worn over a white blouse paired with a charcoal mid-thigh professional skirt"
motherly woman,uniform,"a muted-gray office blazer with structured seams paired with a cream blouse and a navy pencil mid-thigh skirt"
motherly woman,uniform,"a pale-blue medical scrub top in solid woven fabric paired with matching straight-cut scrub bottoms"
motherly woman,uniform,"a solid beige cardigan layered over a white button-up paired with a slate woven mid-thigh skirt"
motherly woman,uniform,"a charcoal office vest with clean seams layered over a pale-pink blouse paired with a black mid-thigh skirt"
motherly woman,uniform,"a navy professional blouse with soft drape paired with a muted-gray A-line mid-thigh skirt"
motherly woman,uniform,"a soft lavender medical scrub top with structured stitching paired with charcoal straight scrub bottoms"
motherly woman,uniform,"a cream cardigan layered over a slate-blue blouse paired with a navy mid-thigh skirt"
motherly woman,uniform,"a solid white blouse with crisp collar paired with a charcoal wrap-front mid-thigh professional skirt"
motherly woman,uniform,"a navy structured blazer paired with a pale-lilac blouse and a gray fitted mid-thigh skirt"
motherly woman,uniform,"a muted-gray office cardigan with fine ribbing layered over a cream blouse paired with a charcoal mid-thigh skirt"
motherly woman,uniform,"a pale-mint scrub top with smooth seams paired with navy straight scrub bottoms"
motherly woman,uniform,"a slate-blue blouse with structured fit paired with a black straight-cut mid-thigh uniform skirt"
motherly woman,uniform,"a solid charcoal blazer with clean tailored lines paired with a pale-beige blouse and a navy mid-thigh skirt"
motherly woman,uniform,"a dusty-rose cardigan with rib-knit cuffs layered over a cream blouse paired with a charcoal mid-thigh skirt"
motherly woman,uniform,"a navy nurse's top with structured paneling paired with matching straight scrub bottoms"
motherly woman,uniform,"a solid olive office blouse with a modest neckline paired with a gray mid-thigh pencil skirt"
motherly woman,uniform,"a charcoal professional vest over a white blouse paired with a slate straight-cut woven skirt"
motherly woman,uniform,"a soft-blue reception blouse with smooth drape paired with a black fitted mid-thigh skirt"

young man,casual,"A fitted charcoal crew-neck T-shirt with rolled short sleeves and soft-stretch cotton, paired with light-wash denim shorts that sit above the knee with a subtle frayed hem."
young man,casual,"A white slim-fit ribbed tank top with broad shoulder straps and a low scoop neckline, matched with tan chino shorts cut a few inches above the knee."
young man,casual,"A dusty-blue lightweight short-sleeve henley with three buttons left casually undone, worn with black athletic-fit shorts in smooth woven fabric."
young man,casual,"A fitted sage-green cotton tee with a slightly curved hem and snug sleeves, paired with medium-wash denim jeans in a tapered cut."
young man,casual,"A soft cream short-sleeve button-up shirt worn open over a fitted black tank, matched with charcoal drawstring shorts ending just above the knee."
young man,casual,"A maroon athletic-fit crew tee with a subtle ribbed neckline, paired with light-gray jogger shorts with a tailored upper thigh fit."
young man,casual,"A navy sleeveless muscle shirt with a high crew neck and clean armhole finish, worn with light-khaki chino shorts."
young man,casual,"A fitted white V-neck tee with soft cotton texture, matched with black slim-fit jeans with gentle fading at the thighs."
young man,casual,"A soft olive-green short-sleeve henley with two open buttons, paired with medium-wash denim shorts with a folded cuff."
young man,casual,"A charcoal fitted tank top with wider straps and ribbed fabric, worn with dusty-blue athletic shorts that skim mid-thigh."
young man,casual,"A cream short-sleeve linen-blend shirt left unbuttoned over a fitted sage tee, matched with light-wash jeans in a slimmer cut."
young man,casual,"A navy fitted short-sleeve tee with rolled cuffs and a square hem, paired with tan cotton shorts ending above the knee."
young man,casual,"A pale-gray slim-fit tank with a low scoop neckline, worn with charcoal athletic shorts in smooth knit fabric."
young man,casual,"A fitted black crew-neck T-shirt with crisp stitching, matched with medium-wash denim jeans in a tapered modern cut."
young man,casual,"A muted-pink cotton tee with a relaxed scoop neckline and fitted torso, paired with light-tan chino shorts."
young man,casual,"A white sleeveless athletic top with rib-knit edges, worn with dusty-gray woven shorts that sit mid-thigh."
young man,casual,"A soft forest-green short-sleeve tee with structured shoulders, paired with black denim jeans in a close-knee cut."
young man,casual,"A fitted sky-blue henley with two undone buttons, matched with light-gray jersey shorts with a neat hem."
young man,casual,"A charcoal rib-knit tank with a square neckline, worn with medium-wash denim shorts that fall above mid-thigh."
young man,casual,"A cream fitted short-sleeve tee with a curved hem, paired with black tapered joggers in smooth jersey."
young man,casual,"A white cotton sleeveless tee with wide-cut armholes, matched with dusty-blue woven shorts ending above the knee."
young man,casual,"A soft oatmeal V-neck tee with a slim fit, worn with dark-wash jeans with light whiskering."
young man,casual,"A muted-sage crew-neck athletic tee with a slight sheen, paired with charcoal mid-thigh workout shorts."
young man,casual,"A pale-blue short-sleeve button-up worn open over a fitted white tank, matched with tan slim-fit shorts."
young man,casual,"A fitted charcoal tee with rolled sleeves, paired with medium-wash denim jeans in a relaxed-slim silhouette."
young man,casual,"A creamy ribbed tank with a higher neckline, worn with black athletic shorts that hit just above the knee."
young man,casual,"A navy cotton tee with a curved athletic hem, matched with dusty-gray chino shorts."
young man,casual,"A soft salmon crew-neck fitted tee, paired with light-wash denim jeans in a narrow tapered cut."
young man,casual,"A white sleeveless muscle shirt with tight ribbing at the edges, worn with charcoal jogger shorts."
young man,casual,"A fitted olive T-shirt with rolled sleeves and subtle heathering, paired with light-khaki shorts ending just above the knee."
young man,casual,"A soft gray scoop-neck tee with a slim torso cut, matched with black denim jeans."
young man,casual,"A charcoal sleeveless athletic-cut top, worn with dusty-green woven shorts."
young man,casual,"A white fitted tee with a neat crew neckline and short sleeves, paired with medium-wash denim shorts."
young man,casual,"A pale-lavender cotton tee with a relaxed but tapered torso, matched with charcoal slim-fit jogger pants."
young man,casual,"A navy rib-knit tank with thicker straps, worn with light-gray jersey shorts with a clean stitched hem."
young man,casual,"A forest-green fitted tee with a shallow V-neck, paired with washed-black jeans cut narrow through the leg."
young man,casual,"A cream open short-sleeve shirt over a fitted charcoal tank, matched with dusty-blue chino shorts."
young man,casual,"A soft peach crew tee with a curved hemline, worn with medium-wash denim jeans."
young man,casual,"A charcoal fitted tank with a textured knit, paired with pale-sage athletic shorts."
young man,casual,"A white cotton henley with one button undone, matched with dark-gray tapered joggers."
young man,casual,"A sky-blue fitted tee with rolled sleeves, paired with light-tan woven shorts ending mid-thigh."
young man,casual,"A soft gray athletic tank with wider armholes, worn with black denim shorts."
young man,casual,"A navy crew-neck tee with a slim cut, paired with medium-wash jeans with slight sanded detail."
young man,casual,"A muted-coral fitted tee with rolled sleeves, matched with charcoal jogger shorts with a relaxed rise."
young man,casual,"A cream ribbed tank with a straight neckline, paired with dusty-khaki shorts above the knee."
young man,casual,"A soft charcoal V-neck tee with smooth cotton texture, worn with light-wash denim jeans."
young man,casual,"A sage sleeveless performance tee with a fitted torso, matched with pale-gray woven shorts."
young man,casual,"A crisp white crew tee tucked loosely into black slim-fit jeans."
young man,casual,"A dusty-blue short-sleeve button-up worn open over a pale-gray tee, paired with medium-wash denim shorts."
young man,casual,"A fitted black scoop-neck T-shirt with soft stretch cotton and snug sleeves, paired with light-gray chino shorts cut a few inches above the knee."
young man,casual,"A pale-sage rib-knit tank with a low athletic neckline and wide straps, matched with medium-wash denim jeans in a tapered fit."
young man,casual,"A white short-sleeve button-up worn unbuttoned over a fitted sky-blue tee, paired with charcoal slim-fit shorts."
young man,casual,"A soft oatmeal sleeveless tee with clean wide armholes and a smooth drape, worn with dusty-blue woven shorts."
young man,casual,"A charcoal fitted henley with two open buttons and rolled sleeves, matched with washed-black denim jeans."
young man,casual,"A navy rib-knit tank with a deep scoop neckline, paired with tan slim-fit shorts ending above the knee."
young man,casual,"A cream athletic-cut T-shirt with a curved hem and fitted torso, matched with medium-wash denim shorts."
young man,casual,"A dusty-rose short-sleeve crew tee with a body-hugging fit, paired with charcoal tapered joggers."
young man,casual,"A soft forest-green sleeveless muscle shirt with tight ribbed edges, worn with light-wash denim shorts."
young man,casual,"A fitted white V-neck tee with crisp seams, matched with dusty-gray chino shorts."
young man,casual,"A muted-blue crew tee with rolled sleeves and a slim torso cut, paired with washed-black jeans."
young man,casual,"A charcoal athletic tank with an elongated curved hem, worn with dusty-sage woven shorts."
young man,casual,"A cream cotton tee with a shallow scoop neckline, matched with medium-wash denim jeans."
young man,casual,"A white sleeveless ribbed shirt with a snug fit, paired with black slim-fit shorts."
young man,casual,"A pale-lavender fitted crew tee with rolled sleeves, worn with light-gray jeans tapered toward the ankle."
young man,casual,"A soft navy short-sleeve henley with two undone buttons, matched with charcoal athletic shorts."
young man,casual,"A muted-olive ribbed tank with wide straps, paired with dusty-khaki shorts above the knee."
young man,casual,"A fitted slate-gray tee with a curved hem and close chest fit, worn with medium-wash denim jeans."
young man,casual,"A cream sleeveless athletic top with a straight neckline, matched with black jogger shorts."
young man,casual,"A dusty-blue crew-neck fitted tee with neat rolled sleeves, paired with tan chino shorts."
young man,casual,"A charcoal ribbed tank with a deep armhole cut, worn with washed-blue denim shorts."
young man,casual,"A white short-sleeve tee with soft cling and a relaxed scoop, matched with dark-gray tapered joggers."
young man,casual,"A pale-sage button-up worn open over a fitted white tank, paired with light-wash denim shorts."
young man,casual,"A dusty-mauve fitted athletic tee with a curved hemline, worn with charcoal slim-fit jeans."
young man,casual,"A navy sleeveless muscle shirt with clean lines, matched with dusty-green woven shorts."
young man,casual,"A cream ribbed tee with a higher neckline and tight fit, paired with black slim-cut jeans."
young man,casual,"A soft forest-green crew tee with a sculpted fit around the chest, worn with medium-wash denim shorts."
young man,casual,"A charcoal sleeveless athletic top with a structured neckline, matched with tan woven shorts."
young man,casual,"A sky-blue fitted V-neck tee with subtle tapering, paired with washed-black jeans."
young man,casual,"A white crew tee with rolled sleeves and clean hemline, worn with dusty-gray chino shorts."
young man,casual,"A pale-pink ribbed tank with a low scoop neckline, matched with light-wash denim shorts."
young man,casual,"A soft navy short-sleeve tee with a fitted torso, paired with charcoal jogger pants."
young man,casual,"A cream athletic tank with a smooth knit texture, worn with dusty-blue woven shorts."
young man,casual,"A charcoal fitted henley with structured shoulders, matched with medium-wash denim jeans."
young man,casual,"A muted-sage fluid-drape tee with a gentle scoop neckline, worn with black slim-fit shorts."
young man,casual,"A white sleeveless muscle shirt with soft ribbing, paired with washed-blue denim shorts."
young man,casual,"A dusty-blue crew-neck tee with folded sleeves, matched with charcoal tapered jeans."
young man,casual,"A forest-green fitted tank with athletic armholes, worn with tan chino shorts above the knee."
young man,casual,"A cream soft-stretch tee with a curved hem, paired with dusty-gray jeans with narrow taper."
young man,casual,"A charcoal ribbed sleeveless top with snug fit, matched with medium-wash denim shorts."
young man,casual,"A muted-salmon fitted tee with rolled sleeves, worn with black jogger shorts."
young man,casual,"A white crew-neck athletic tee with subtle contour stitching, paired with dusty-sage woven shorts."
young man,casual,"A navy ribbed tank with a deeper neckline, matched with charcoal tapered jeans."
young man,casual,"A pale-gray soft cotton tee with a wider neckline, worn with light-wash denim shorts."
young man,casual,"A forest-green sleeveless muscle tee with low-cut armholes, paired with dusty-blue woven shorts."
young man,casual,"A cream V-neck tee with a fitted silhouette, matched with black slim-fit denim."
young man,casual,"A soft charcoal athletic tank with curved hem, worn with tan shorts ending above the knee."
young man,casual,"A muted-blue fitted tee with a clean crew neckline, paired with medium-wash jeans."
young man,casual,"A dusty-lavender short-sleeve tee with a tailored torso, matched with charcoal woven shorts."
young man,casual,"A white cotton tank with a snug ribbed finish, worn with washed-black denim shorts."
young man,casual,"A soft heather-gray oversized sweatshirt with a plush interior and dropped shoulders, paired with charcoal jersey lounge shorts with a smooth elastic waistband."
young man,casual,"A pale-sage lightweight long-sleeve lounge tee with a relaxed scoop neckline, worn with soft black joggers in brushed cotton with a tapered leg."
young man,casual,"A dusty-blue fleece-lined hoodie with a roomy fit and broad drawstrings, matched with light-gray lounge shorts in soft knit fabric."
young man,casual,"A cream oversized tee with rolled sleeves and a wide crew neck, paired with charcoal rib-knit lounge pants with a straight relaxed cut."
young man,casual,"A muted-lavender relaxed-fit sweatshirt with a gentle drape, worn with black jersey lounge shorts ending above the knee."
young man,casual,"A soft oatmeal long-sleeve henley with three small buttons and a slouchy fit, matched with pale-sage joggers in smooth jersey."
young man,casual,"A dusty-rose lounge tee with a curved hem and slightly looser sleeves, paired with charcoal knit lounge shorts."
young man,casual,"A sky-blue oversized hoodie with dropped shoulders and a warm brushed interior, worn with soft black tapered lounge pants."
young man,casual,"A cream rib-knit long-sleeve fitted lounge top, matched with dusty-gray jersey shorts with a clean stitched hem."
young man,casual,"A charcoal oversized tee with a silky jersey drape, paired with pale-green lounge jogger pants."
young man,casual,"A soft forest-gray fleece pullover with relaxed sleeves and ribbed cuffs, matched with black soft lounge shorts."
young man,casual,"A dusty-peach lounge tee with a wider neckline and relaxed structure, worn with charcoal rib-knit joggers."
young man,casual,"A cream cropped lounge hoodie with a plush lining and comfortable fit, paired with heather-gray jersey shorts."
young man,casual,"A pale-blue oversized long-sleeve tee with dropped shoulders, matched with soft charcoal lounge leggings."
young man,casual,"A soft sage fleece crewneck with a slouchy silhouette, worn with dusty-lilac lounge shorts in smooth cotton."
young man,casual,"A black oversized lounge shirt with long sleeves and a soft stretch feel, paired with gray knit joggers."
young man,casual,"A cream waffle-knit lounge top with a relaxed scoop neckline, matched with charcoal jersey lounge shorts."
young man,casual,"A dusty-blue oversized hoodie with ribbed cuffs, worn with black brushed lounge pants."
young man,casual,"A pale-sage relaxed-fit tee with a scoop neck, paired with heather-gray lounge shorts."
young man,casual,"A soft oatmeal lounge sweater with gentle ribbing and a slightly wider neckline, matched with charcoal tapered lounge joggers."
young man,casual,"A dusty-purple lightweight oversized sweatshirt with smooth fleece interior, paired with black lounge shorts with a soft drape."
young man,casual,"A cream longline lounge tee with a relaxed curved hem, worn with dusty-green lounge joggers."
young man,casual,"A sky-blue oversized sweatshirt with a warm interior and loose sleeves, matched with charcoal jersey shorts."
young man,casual,"A heather-gray soft-knit long-sleeve lounge top with relaxed shoulders, paired with pale-sage rib-knit lounge pants."
young man,casual,"A soft cream hoodie with a slouchy silhouette and kangaroo pocket, worn with dusty-rose lounge shorts."
young man,casual,"A muted-sage lounge tee with rolled sleeves and soft drape, matched with charcoal slim-fit lounge joggers."
young man,casual,"A dusty-mauve fleece-lined oversized sweatshirt, paired with black jersey lounge shorts."
young man,casual,"A cream rib-knit long-sleeve lounge shirt with fitted sleeves, worn with heather-gray lounge jogger pants."
young man,casual,"A pale-lavender oversized tee with smooth flow, matched with charcoal jersey shorts."
young man,casual,"A dusty-blue lounge crewneck with relaxed sleeves and rib-knit hems, worn with black lounge pants."
young man,casual,"A soft oatmeal lounge tee with a gentle stretch and wider neckline, paired with dusty-sage lounge shorts."
young man,casual,"A cream fleece-lined hoodie with warm brushed interior, matched with charcoal tapered loungers."
young man,casual,"A charcoal oversized jersey tee with loose sleeves, worn with dusty-lilac lounge shorts."
young man,casual,"A sky-blue soft-knit long-sleeve lounge top with a smooth relaxed cut, paired with black jersey joggers."
young man,casual,"A pale-sage oversized sweatshirt with a structured hem and soft drape, matched with charcoal lounge shorts."
young man,casual,"A cream long-sleeve lounge tee with ribbed cuffs, paired with dusty-blue relaxed-fit lounge pants."
young man,casual,"A dusty-rose cozy hoodie with a smooth fleece interior, worn with charcoal knit shorts."
young man,casual,"A muted-gray oversized tee with softened cotton drape, matched with sage-green lounge joggers."
young man,casual,"A soft lavender lounge sweater with loose sleeves, paired with black rib-knit lounge pants."
young man,casual,"A cream relaxed-fit lounge tee with rolled sleeves, worn with charcoal jersey shorts."
young man,casual,"A dusty-blue fleece pullover with a roomy silhouette, matched with pale-sage jogger pants."
young man,casual,"A soft peach oversized sweatshirt with dropped shoulders, paired with charcoal lounge shorts."
young man,casual,"A cream waffle-knit lounge long-sleeve with relaxed fit, worn with dusty-lilac tapered joggers."
young man,casual,"A black oversized hoodie with smooth brushed lining, matched with heather-gray lounge pants."
young man,casual,"A pale-sage soft-knit tee with wide crew neckline, paired with charcoal lounge shorts."
young man,casual,"A dusty-purple cozy lounge sweater with slouchy sleeves, worn with black jersey joggers."
young man,casual,"A cream oversized lounge tee with a gentle curved hem, matched with dusty-blue shorts."
young man,casual,"A heather-gray fleece-lined sweatshirt with relaxed profile, paired with charcoal lounge pants."
young man,casual,"A soft sky-blue oversized tee with silky drape, worn with pale-sage knit lounge joggers."
young man,casual,"A cream rib-knit lounge top with fitted sleeves, matched with black lounge shorts."
young man,casual,"A dusty-lilac oversized fleece sweatshirt with soft ribbed cuffs and a relaxed drop-shoulder fit, paired with charcoal jersey lounge shorts with a smooth elastic waistband."
young man,casual,"A cream longline lounge tee with a gentle curved hem and wider crew neckline, matched with pale-sage soft-knit joggers tapering slightly at the ankle."
young man,casual,"A soft heather-gray cropped hoodie with plush lining and loose sleeves, worn with black rib-knit lounge pants in a relaxed straight fit."
young man,casual,"A sky-blue oversized cotton tee with a silky drape and rolled sleeves, paired with dusty-gray lounge shorts in smooth jersey."
young man,casual,"A muted-sage fleece pullover with a roomy silhouette and stitched V-notch at the collar, matched with charcoal lounge joggers."
young man,casual,"A cream waffle-knit long-sleeve lounge top with dropped shoulders and a relaxed neckline, paired with dusty-blue jersey lounge shorts."
young man,casual,"A dusty-rose oversized hoodie with long sleeves and a slouchy cut, worn with black lounge pants made from soft brushed cotton."
young man,casual,"A black oversized tee with fluid drape and wide sleeves, matched with heather-gray lounge shorts with a curved hemline."
young man,casual,"A pale-lavender soft-knit sweatshirt with a loose structure and ribbed hems, paired with charcoal jersey lounge joggers."
young man,casual,"A cream fleece-lined hoodie with a relaxed drop-shoulder cut, worn with dusty-sage lounge shorts."
young man,casual,"A forest-gray oversized tee with a soft stretch cotton feel, matched with charcoal rib-knit lounge pants with a smooth taper."
young man,casual,"A dusty-blue lounge sweatshirt with a gentle oversized shape, paired with pale-gray knit lounge shorts."
young man,casual,"A cream relaxed-fit cotton tee with a wide neckline, worn with dusty-green lounge joggers."
young man,casual,"A soft heather-gray waffle-knit hoodie with wider sleeves, matched with charcoal lounge shorts."
young man,casual,"A pale-sage oversized sweatshirt with plush interior and ribbed cuffs, paired with dusty-lilac lounge jogger pants."
young man,casual,"A muted-blue longline lounge tee with soft drape and a wide crew neck, worn with black jersey lounge shorts."
young man,casual,"A cream cropped lounge sweater with loose sleeves and rib-knit cuffs, matched with charcoal tapered lounge pants."
young man,casual,"A dusty-purple oversized tee with silky cotton texture and rolled sleeves, paired with pale-sage lounge shorts."
young man,casual,"A soft peach fleece hoodie with a relaxed silhouette, worn with charcoal rib-knit lounge joggers."
young man,casual,"A sky-blue oversized sweatshirt with soft brushed lining and wide sleeves, paired with black lounge shorts."
young man,casual,"A cream jersey long-sleeve lounge shirt with a slouchy neckline, matched with dusty-blue soft-knit joggers."
young man,casual,"A charcoal loose-knit lounge sweater with a relaxed drape, worn with pale-gray jersey shorts."
young man,casual,"A dusty-lilac oversized hoodie with gentle fleece texture, paired with charcoal tapered lounge pants."
young man,casual,"A cream relaxed-fit tee with a subtle scoop neckline, matched with dusty-green lounge shorts."
young man,casual,"A heather-gray wide-shoulder sweatshirt with ribbed cuffs, worn with black soft-knit joggers."
young man,casual,"A pale-sage oversized lounge tee with smooth jersey drape, paired with charcoal lounge shorts."
young man,casual,"A dusty-blue fleece pullover with a cozy relaxed cut, matched with dusty-pink lounge pants with a tapered fit."
young man,casual,"A cream waffle-knit lounge top with long sleeves and wide neckline, worn with charcoal jersey shorts."
young man,casual,"A soft lavender oversized sweatshirt with plush interior, paired with black rib-knit lounge pants."
young man,casual,"A muted-gray longline tee with gentle drape and structured shoulders, matched with pale-sage lounge joggers."
young man,casual,"A dusty-rose oversized cotton sweatshirt with relaxed sleeves, worn with charcoal lounge shorts."
young man,casual,"A cream rib-knit lounge sweater with fitted cuffs, matched with dusty-blue lounge pants."
young man,casual,"A soft sky-blue oversized lounge tee with rolled sleeves, paired with charcoal jersey joggers."
young man,casual,"A heather-gray fleece-lined hoodie with a relaxed shape, worn with dusty-lilac lounge shorts."
young man,casual,"A pale-sage soft-knit crewneck with relaxed fit, matched with black brushed-lounge pants."
young man,casual,"A cream oversized tee with airy drape and wide neckline, paired with dusty-gray lounge shorts."
